Datensatztyp*;EinheitMastrNummer;Anlagenbetreiber;Anzeigename;Postleitzahl;Ort;Strasse;Hausnummer;Bundesland;Land;Jahr_Inbetriebnahme;Jahr_Stilllegung**;Kraftwerksstatus;Energietraeger;Hauptbrennstoff;Waermeauskopplung_KWK;Erneuerbarer_Energietraeger;Bruttoleistung_MW;Nettonennleistung_MW;Technologie_Stromerzeugung;Volleinspeisung_Teileinspeisung;Spannungsebene;Anschlussnetzbetreiber;Bestandteil_Grenzkraftwerk;Grenzkraftwerk_Nettonennleistung_MW
Einzelanlage;SEE906074606738;Uniper Kraftwerke GmbH;Eitting D F1;85462;Eitting;Am Moosrain;10;Bayern;Deutschland;1925;;InBetrieb;Wasser;;Nein;Ja;9;9;Laufwasseranlage;Volleinspeisung;Hochspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE909400536488;EnBW Energie Baden-W?rttemberg AG;WKW Rudolf-Fettweis-Werk NDW M1;76596;Forbach;Werkstra?e;5;BadenWuerttemberg;Deutschland;1918;;InBetrieb;Wasser;;Nein;Ja;1,27;1,27;Laufwasseranlage;TeileinspeisungEigenverbrauch;Hochspannung;Netze BW GmbH (SNB948311994307);Nein;
stillgelegte Anlagen;SEE905937514456;Peissenberger Kraftwerksgesellschaft;GT 4;83734;Hausham;Brentenstra?e;3;Bayern;Deutschland;1982;2024;endg?ltig stillgelegt nach ? 13b EnWG;Mineraloelprodukte;HeizoelLeicht;Nein;Nein;23,2;23,2;GasturbinenohneAbhitzekessel;Volleinspeisung;UmspannungZurMittelspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE914878135613;Energie und Wasser Potsdam GmbH;HKW Potsdam-S?d Block2;14478;Potsdam;Zum Heizwerk;20;Brandenburg;Deutschland;1996;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;42;40,9;GasturbinenmitnachgeschalteterDampfturbine;Volleinspeisung;Hochspannung;Netzgesellschaft Potsdam GmbH (SNB929027950139);Nein;
Einzelanlage;SEE916435406600;Stadtwerke Kiel AG;K?stenkraftwerk K.I.E.L Motor 9;24149;Kiel;Hasselfelde;30;SchleswigHolstein;Deutschland;2018;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;9,571;9,456;Verbrennungsmotor;Volleinspeisung;Hochspannung;SWKiel Netz GmbH (SNB973742186519);Nein;
Einzelanlage;SEE900123363948;VERBUND Innkraftwerke GmbH;Kraftwerk Teufelsbruck MS4;83564;Soyen;Ponschabaustra?e;25;Bayern;Deutschland;1938;;InBetrieb;Wasser;;Nein;Ja;5;5;Laufwasseranlage;Volleinspeisung;Hochspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE901884895389;Universit?tsklinkum Freiburg und Bad Krozingen;Dampfturbine 1;79106;Freiburg;Hartmannstra?e;1;BadenWuerttemberg;Deutschland;2012;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;12,988;12,8;GegendruckmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;badenovaNETZE GmbH (SNB965774651691);Nein;
Einzelanlage;SEE904364883227;R?hm GmbH;KonTu;67547;Worms;Im Pfaffenwinkel;6;RheinlandPfalz;Deutschland;2012;;InBetrieb;Erdgas;ErdgasErdoelgas;Nein;Nein;7,1;6,9;KondensationsmaschineohneEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;EWR Netz GmbH (SNB969068596941);Nein;
Einzelanlage;SEE905229048430;EGGER Holzwerkstoffe Brilon GmbH & Co. KG;GT8;59929;Brilon;Im Kissen;19;NordrheinWestfalen;Deutschland;1998;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;5;5;GasturbinenmitAbhitzekessel;TeileinspeisungEigenverbrauch;Mittelspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE907828499484;Henkel AG & Co. KGaA;F13G6;40589;D?sseldorf;Henkelstra?e;67;NordrheinWestfalen;Deutschland;1983;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;20;18;GegendruckmaschinemitEntnahme;TeileinspeisungEigenverbrauch;UmspannungZurMittelspannung;Netzgesellschaft D?sseldorf mbH (SNB933956506145);Nein;
Einzelanlage;SEE910471578864;Stadtwerke W?rzburg AG;Heizkraftwerk an der Friedensbr?cke DampfturbineII;97080;W?rzburg;Veitsh?chheimer Stra?e;1;Bayern;Deutschland;1993;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;25,5;25;KondensationsmaschinemitEntnahme;Volleinspeisung;Mittelspannung;Mainfranken Netze GmbH (SNB915316807789);Nein;
Einzelanlage;SEE901604837408;DB Energie GmbH;Saalachkraftwerk E2;83435;Bad Reichenhall;Thumseestra?e;25;Bayern;Deutschland;1914;;InBetrieb;Wasser;;Nein;Ja;1,28;1,28;Laufwasseranlage;Volleinspeisung;Hochspannung;DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607);Nein;
Einzelanlage;SEE905257392765;Cosun Beet Company GmbH & Co. KG;Kesselhaus;17389;Anklam;Bluthsluster Stra?e;24;MecklenburgVorpommern;Deutschland;1993;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;16;15;GegendruckmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;E.DIS Netz GmbH (SNB941690671609);Nein;
Einzelanlage;SEE907731725434;Stadtwerke Greifswald GmbH;BHKW Jungfernwiese - modernisiert;17489;Greifswald;An der Jungfernwiese;8;MecklenburgVorpommern;Deutschland;2026;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;4,5;4,45;Verbrennungsmotor;Volleinspeisung;Mittelspannung;Stadtwerke Greifswald GmbH (SNB926442995943);Nein;
Einzelanlage;SEE910013400721;naturenergie holding AG;KW Laufenburg Maschine 2;5080;Laufenburg;Baslerstrasse;;;Schweiz;1990;;InBetrieb;Wasser;;Nein;Ja;10,6;10,442;Laufwasseranlage;Volleinspeisung;Hochspannung;naturenergie netze GmbH (SNB945502201350);Ja;10,442
Einzelanlage;SEE912975333499;UPM GmbH;UPM Schongau HKW 3 GT;86956;Schongau;Friedrich-Haindl-Stra?e;10;Bayern;Deutschland;2014;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;47;44,328;GasturbinenmitAbhitzekessel;Volleinspeisung;Hochspannung;LEW Verteilnetz GmbH (SNB911705062982);Nein;
Einzelanlage;SEE901602471161;Wacker Chemie;Alzwerk Maschine 1;84489;Burghausen;Johannes-Hess-Stra?e;24;Bayern;Deutschland;1922;;InBetrieb;Wasser;;Nein;Ja;10,08;10,08;Laufwasseranlage;TeileinspeisungEigenverbrauch;Mittelspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE903050601572;Wacker Chemie;Turbine/Generator 9;84489;Burghausen;Johannes-Hess-Stra?e;24;Bayern;Deutschland;1987;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;13,6;13,5;GegendruckmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE910475623805;ZAK Energie GmbH;Ofenlinie K3;87437;Kempten;Dieselstra?e;20;Bayern;Deutschland;1984;;InBetrieb;Abfall;AbfallHausmuellSiedlungsabfaelle;Ja;Nein;2,8;2,2;GegendruckmaschineohneEntnahme;Volleinspeisung;Mittelspannung;Allg?uNetz GmbH & Co. KG (SNB926394308747);Nein;
Einzelanlage;SEE905714722562;EnBW Energie Baden-W?rttemberg AG;Heizkraftwerk Stuttgart-M?nster DT 15;70376;Stuttgart;Voltastra?e;45;BadenWuerttemberg;Deutschland;1984;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;47,2;45;GegendruckmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Hochspannung;Stuttgart Netze GmbH (SNB947592865054);Nein;
Einzelanlage;SEE906215229154;EEW Energy from Waste Helmstedt GmbH;MVA EEW Helmstedt;38372;B?ddenstedt;Am Kraftwerk;2;Niedersachsen;Deutschland;2014;;InBetrieb;Abfall;AbfallHausmuellSiedlungsabfaelle;Nein;Nein;42,3;37,5;KondensationsmaschineohneEntnahme;TeileinspeisungEigenverbrauch;Hochspannung;Avacon Netz GmbH (SNB990362338043);Nein;
Einzelanlage;SEE906312850534;RWE Generation Hydro GmbH;Detzem Maschine 4;54340;Detzem;Am Moselufer;1;RheinlandPfalz;Deutschland;1962;;InBetrieb;Wasser;;Nein;Ja;6;6;Laufwasseranlage;Volleinspeisung;UmspannungZurMittelspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE907030791383;ESWE BioEnergie GmbH;BMHKW der ESWE BioEnergie;65205;Wiesbaden;Deponiestra?e;14;Hessen;Deutschland;2013;;InBetrieb;Biomasse;;Ja;Ja;11,4;10,5;KondensationsmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;Stadtwerke Wiesbaden Netz GmbH (SNB950584553167);Nein;
Einzelanlage;SEE910161577337;Currenta GmbH & Co. OHG;UER L57 M1;47829;Krefeld;Rheinuferstra?e;7;NordrheinWestfalen;Deutschland;1993;;InBetrieb;Steinkohle;Steinkohlen;Ja;Nein;18,2;17,097;GegendruckmaschinemitEntnahme;TeileinspeisungEigenverbrauch;UmspannungZurMittelspannung;NETCUR GmbH (SNB974711150357);Nein;
Einzelanlage;SEE916532936024;RWE Generation SE;Batteriespeicher Westfalen 1;59071;Hamm;Siegenbeckstra?e;10;NordrheinWestfalen;Deutschland;2024;;InBetrieb;Batteriespeicher;;Nein;Nein;174,24;140;Batterie;Volleinspeisung;Hochspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE902796244388;Sappi Alfeld;Turbine 4;31061;Alfeld;M?hlenmasch;1;Niedersachsen;Deutschland;1970;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;14;11;GegendruckmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;?berlandwerk Leinetal GmbH (SNB910956210043);Nein;
Einzelanlage;SEE906889375157;Donau-Wasserkraft AG;Bittenbrunn E K2;86633;Neuburg;Kraftwerkstra?e;8;Bayern;Deutschland;1969;;InBetrieb;Wasser;;Nein;Ja;7;6,73;Laufwasseranlage;Volleinspeisung;Hochspannung;DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607);Nein;
Einzelanlage;SEE908089235248;RWE Generation SE;Dormagen GT2;41540;Dormagen;Alte Heerstra?e;1;NordrheinWestfalen;Deutschland;2000;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;189;184;GasturbinenmitAbhitzekessel;TeileinspeisungEigenverbrauch;Hochspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE911257641864;Firma Mercedes-Benz AG Werk 050 HPC NC50 LN-Nr.: 17319765;W065-Geb?ude 120 / BHKW Modul 02;40476;D?sseldorf;Rather Stra?e;51;NordrheinWestfalen;Deutschland;2012;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;4,3;4,2;GasturbinenmitAbhitzekessel;TeileinspeisungEigenverbrauch;Mittelspannung;Netzgesellschaft D?sseldorf mbH (SNB933956506145);Nein;
Einzelanlage;SEE913911815888;Wacker Chemie;Alzwerk Maschine 2;84489;Burghausen;Johannes-Hess-Stra?e;24;Bayern;Deutschland;1922;;InBetrieb;Wasser;;Nein;Ja;10,08;10,08;Laufwasseranlage;TeileinspeisungEigenverbrauch;Mittelspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE914989602134;Infraserv GmbH & Co. H?chst KG;IPH Strom GTX2;65929;Frankfurt;Br?ningstra?e;50;Hessen;Deutschland;2011;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;50;49,8;GasturbinenmitAbhitzekessel;Volleinspeisung;Hochspannung;Infraserv Netze GmbH (SNB977535807001);Nein;
Einzelanlage;SEE916030519361;Mineraloelraffinerie Oberrhein;TG-1902;76187;Karlsruhe;N?rdliche Raffineriestra?e;1;BadenWuerttemberg;Deutschland;1995;;InBetrieb;Mineraloelprodukte;Raffineriegas;Ja;Nein;8,1;7,3;KondensationsmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Hochspannung;Netze BW GmbH (SNB948311994307);Nein;
Einzelanlage;SEE918037222657;Vattenfall Wasserkraft GmbH;PSW Hohenwarte 2 PSS C;07338;Hohenwarte;Pre?witzer Stra?e;25;Thueringen;Deutschland;1965;;InBetrieb;Pumpspeicher;;Nein;Nein;40;39,7;Pumpspeicher;Volleinspeisung;Hoechstspannung;50Hertz Transmission GmbH (SNB982046657236);Nein;
Einzelanlage;SEE900963630248;Uniper Kraftwerke GmbH;Aufkirchen D F1;85445;Oberding;Bayernwerkstra?e;1;Bayern;Deutschland;1924;;InBetrieb;Wasser;;Nein;Ja;9;9;Laufwasseranlage;Volleinspeisung;Hochspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE905751443291;swb Erzeugung AG & Co. KG;BHKW Hastedt Motor 06;28207;Bremen;Hastedter Osterdeich;255;Bremen;Deutschland;2022;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;11,8096;11,6794;Verbrennungsmotor;Volleinspeisung;Hochspannung;wesernetz Bremen GmbH (SNB942238573102);Nein;
Einzelanlage;SEE906681939748;J?ckering M?hlen- und N?hrmittelwerke GmbH;BHKW Hafen - Modul 1;59067;Hamm;Speicherstra?e;15;NordrheinWestfalen;Deutschland;2013;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;2,19;2,173;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Mittelspannung;Energie- und Wasserversorgung Hamm GmbH (SNB912743424114);Nein;
Einzelanlage;SEE916041421592;Allg?uer ?berlandwerk GmbH;NUKAspeicher;87448;Waltenhofen;Veits;13;Bayern;Deutschland;2024;;InBetrieb;Batteriespeicher;;Nein;Nein;1,718;1,718;Batterie;Volleinspeisung;Mittelspannung;Allg?uNetz GmbH & Co. KG (SNB926394308747);Nein;
Einzelanlage;SEE921222366043;Battery Park Metelen GmbH;Batteriepark Metelen;48629;Metelen;;;NordrheinWestfalen;Deutschland;2026;;InBetrieb;Batteriespeicher;;Nein;Nein;92,5;92,5;Batterie;Volleinspeisung;UmspannungZurMittelspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE916697461249;Uniper Kraftwerke GmbH;Dingolfing K3;84130;Dingolfing;Bayernwerkstra?e;55;Bayern;Deutschland;1958;;InBetrieb;Wasser;;Nein;Ja;5;5;Laufwasseranlage;Volleinspeisung;Mittelspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE902745894848;Uniper Kraftwerke GmbH;Aufkirchen E F1;85445;Oberding;Bayernwerkstra?e;1;Bayern;Deutschland;1924;;InBetrieb;Wasser;;Nein;Ja;9;9;Laufwasseranlage;Volleinspeisung;Hochspannung;DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607);Nein;
Einzelanlage;SEE906061539261;Universit?t Stuttgart;HKW Pfaffenwald, Generator 42;70569;Stuttgart;Pfaffenwaldring;8;BadenWuerttemberg;Deutschland;1988;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;5,2;4,9;GasturbinenmitnachgeschalteterDampfturbine;TeileinspeisungEigenverbrauch;UmspannungZurMittelspannung;Stuttgart Netze GmbH (SNB947592865054);Nein;
Einzelanlage;SEE906691973961;medl GmbH;medl BHKW Broich Modul 4;45479;M?lheim;Duisburger Stra?e;50;NordrheinWestfalen;Deutschland;2011;;InBetrieb;Biomasse;;Ja;Ja;1,999;1,999;Verbrennungsmotor;Volleinspeisung;Mittelspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE908227299279;RWE Generation SE;Vianden M4;9463;Stolzembourg;Rue de l'Energie;2;;Luxemburg;1963;;InBetrieb;Pumpspeicher;;Nein;Nein;100;100;Pumpspeicher;TeileinspeisungEigenverbrauch;Hoechstspannung;Amprion GmbH (SNB976890256486);Ja;100
Einzelanlage;SEE916733797554;Julius Glatz;Turbine 1;67468;Neidenfels;;;RheinlandPfalz;Deutschland;1955;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;4,5;4,15;KondensationsmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;Pfalzwerke Netz AG (SNB961471621746);Nein;
Einzelanlage;SEE917250397289;EnBW Energie Baden-W?rttemberg AG;RKI Iffezheim M2;76473;Iffezheim;An der Staustufe;27;BadenWuerttemberg;Deutschland;1978;;InBetrieb;Wasser;;Nein;Ja;27;27;Laufwasseranlage;TeileinspeisungEigenverbrauch;Hochspannung;Netze BW GmbH (SNB948311994307);Ja;27
Einzelanlage;SEE905108374407;Robert Bosch GmbH Schwieberdingen;BHKW Si Si307;71701;Schwieberdingen;Robert-Bosch-Stra?e;2;BadenWuerttemberg;Deutschland;2012;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;1,56;1,472;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Mittelspannung;Netze BW GmbH (SNB948311994307);Nein;
Einzelanlage;SEE907837230047;Uniper Kraftwerke GmbH;Prem K(Ro)1;86983;Lechbruck;Am Premer Lechsee;;Bayern;Deutschland;1971;;InBetrieb;Wasser;;Nein;Ja;6,4;6,4;Laufwasseranlage;TeileinspeisungEigenverbrauch;Hochspannung;LEW Verteilnetz GmbH (SNB911705062982);Nein;
Einzelanlage;SEE908836263777;AUDI;IN_N19_KWKK_GT2;85057;Ingolstadt;Ettinger Stra?e;105;Bayern;Deutschland;1998;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;5,1;4,985;GasturbinenmitAbhitzekessel;TeileinspeisungEigenverbrauch;Mittelspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE914128531905;Pfeifer & Langen GmbH & Co. KG;Euskirchen Generator 2;53879;Euskirchen;Bonner Stra?e;2;NordrheinWestfalen;Deutschland;1981;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;6,6;6,232;GegendruckmaschineohneEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE912008346410;Baden Board GmbH;Dampfturbine;76593;Gernsbach;Fabrikstra?e;1;BadenWuerttemberg;Deutschland;1974;;vorl?ufig Stillgelegt;Waerme;Dampf;Ja;Nein;10,8;10,8;GegendruckmaschinemitEntnahme;None;Niederspannung;Netze BW GmbH (SNB948311994307);Ja;
Einzelanlage;SEE912020488365;thyssenkrupp Steel Europe AG;Ruhrort 2;47166;Duisburg;Kaiser-Wilhelm-Str.;100;NordrheinWestfalen;Deutschland;1955;;InBetrieb;Sonstige Energietraeger (nicht erneuerbar);HochofengasKonvertergas;Ja;Nein;64;59,6;KondensationsmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Hochspannung;Amprion GmbH (SNB976890256486);Nein;
Einzelanlage;SEE900559860912;WUN Pellets GmbH;WUN Pellets - BHKW - Modul II;95632;Wunsiedel;Am Energiepark;3;Bayern;Deutschland;2018;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;4,5;4,41;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Mittelspannung;SWW Wunsiedel GmbH (SNB967812386411);Nein;
Einzelanlage;SEE902009757629;AVEA Entsorgungsbetriebe;Notstromdiesel;51373;Leverkusen;Im Eisholz;12;NordrheinWestfalen;Deutschland;2010;;InBetrieb;Mineraloelprodukte;HeizoelLeicht;Nein;Nein;1,395;1,395;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Niederspannung;RheinNetz GmbH (SNB924477581384);Nein;
Einzelanlage;SEE906899424722;BASF SE;S300 NT7;67063;Ludwigshafen;Carl-Bosch-Stra?e;38;RheinlandPfalz;Deutschland;2001;;InBetrieb;Waerme;Dampf;Ja;Nein;24,5;24;GegendruckmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Hoechstspannung;Amprion GmbH (SNB976890256486);Nein;
Einzelanlage;SEE908293161302;Buchmann Karton;Dampfturbine 7;76855;Annweiler;Wasgaustra?e;5;RheinlandPfalz;Deutschland;2014;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;10,8;10,8;GegendruckmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;Pfalzwerke Netz AG (SNB961471621746);Nein;
Einzelanlage;SEE908964165929;SWE Energie GmbH;T-DT;99087;Erfurt;Stotternheimer Stra?e;40;Thueringen;Deutschland;2022;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;10,5;10,5;GegendruckmaschinemitEntnahme;Volleinspeisung;Hochspannung;SWE Netz GmbH (Erfurt) (SNB950262883869);Nein;
Einzelanlage;SEE911179819280;Uniper Kraftwerke GmbH;Gottfrieding K2;84177;Gottfrieding;Isarweg;1;Bayern;Deutschland;1974;;InBetrieb;Wasser;;Nein;Ja;3;3;Laufwasseranlage;Volleinspeisung;Mittelspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE910623192382;S?dzucker AG;Dampfturbine II S?dzucker Offstein;67283;Obrigheim;Wormser Stra?e;11;RheinlandPfalz;Deutschland;1969;;InBetrieb;Waerme;Dampf;Ja;Nein;8,67;7,4891;GegendruckmaschineohneEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;Pfalzwerke Netz AG (SNB961471621746);Nein;
Einzelanlage;SEE918111432224;Sappi Ehingen GmbH;Turbinengenerator3-SiemensT1915;89584;Ehingen;Biberacher Stra?e;73;BadenWuerttemberg;Deutschland;1961;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;7,185;5,17;GegendruckmaschineohneEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;Netze BW GmbH (SNB948311994307);Nein;
Einzelanlage;SEE900610669775;Vattenfall Wasserkraft GmbH;PSW Hohenwarte 2 PSS H;07338;Hohenwarte;Pre?witzer Stra?e;25;Thueringen;Deutschland;1966;;InBetrieb;Pumpspeicher;;Nein;Nein;40;39,7;Pumpspeicher;Volleinspeisung;Hoechstspannung;50Hertz Transmission GmbH (SNB982046657236);Nein;
Einzelanlage;SEE907282834715;SYNEQT GmbH;Kraftwerk VI, Block 61, GT611;45772;Marl;Paul-Baumann-Stra?e;1;NordrheinWestfalen;Deutschland;2022;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;56,76;55,3;GasturbinenmitnachgeschalteterDampfturbine;Volleinspeisung;Hochspannung;CPM Netz GmbH (SNB956923775696);Nein;
Einzelanlage;SEE911129038174;Stadtwerke Cottbus GmbH;BHKW-Anlage;03052;Cottbus;Werner-von-Siemens-Stra?e;16;Brandenburg;Deutschland;2022;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;53,916;53,481;Verbrennungsmotor;Volleinspeisung;UmspannungZurMittelspannung;Elektroenergieversorgung Cottbus GmbH (SNB931431136771);Nein;
Einzelanlage;SEE902378631681;Donaukraftwerk Jochenstein AG;Kraftwerk Jochenstein MS1;94107;Untergriesbach;Am Kraftwerk;2;Bayern;Deutschland;1956;;InBetrieb;Wasser;;Nein;Ja;26,4;26,4;Laufwasseranlage;Volleinspeisung;Hochspannung;TenneT TSO GmbH (SNB970033313272);Ja;
Einzelanlage;SEE905270326723;envia THERM GmbH;Gro?kayna GT3;06242;Gro?kayna;Werkstra?e;1;SachsenAnhalt;Deutschland;1994;;InBetrieb;Mineraloelprodukte;HeizoelLeicht;Nein;Nein;45,625;45,625;GasturbinenohneAbhitzekessel;Volleinspeisung;Hochspannung;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);Nein;
Einzelanlage;SEE909400381729;Uniper Kraftwerke GmbH;Hemfurth F2;34549;Edertal;Randstra?e;;Hessen;Deutschland;1915;;InBetrieb;Wasser;;Nein;Ja;10;10;Speicherwasseranlage;Volleinspeisung;Hochspannung;Avacon Netz GmbH (SNB990362338043);Nein;
Einzelanlage;SEE912583238223;TEAG Th?ringer Energie AG;Gasmotor 3 Jena;07745;Jena;Rudolst?dter Stra?e;41;Thueringen;Deutschland;2022;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;12,616;12,175;Verbrennungsmotor;Volleinspeisung;UmspannungZurMittelspannung;TEN Th?ringer Energienetze GmbH & Co. KG (SNB970821959712);Nein;
Einzelanlage;SEE912827261192;LEW Wasserkraft;Oberpeiching M2;86698;Oberndorf;;;Bayern;Deutschland;1954;;InBetrieb;Wasser;;Nein;Ja;6,15;6,145;Laufwasseranlage;TeileinspeisungEigenverbrauch;Niederspannung;LEW Verteilnetz GmbH (SNB911705062982);Nein;
Einzelanlage;SEE914688001801;Smurfit Westrock Hoya Paper & Board GmbH;DT 2 (KKK);27318;Hoya;Von-dem-Bussche-Stra?e;1;Niedersachsen;Deutschland;1996;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;4,52;4,339;GegendruckmaschinemitEntnahme;Volleinspeisung;UmspannungZurMittelspannung;Avacon Netz GmbH (SNB990362338043);Nein;
Einzelanlage;SEE914857304191;RWE Generation SE;Dormagen GT1;41540;Dormagen;Alte Heerstra?e;1;NordrheinWestfalen;Deutschland;2000;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;189;184;GasturbinenmitAbhitzekessel;TeileinspeisungEigenverbrauch;Hochspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE901410470721;DREWAG - Stadtwerke Dresden GmbH;GT3;01159;Dresden;Oederaner Stra?e;21;Sachsen;Deutschland;1995;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;65;62;GasturbinenmitnachgeschalteterDampfturbine;Volleinspeisung;Hochspannung;SachsenNetze HS.HD GmbH (SNB968914838013);Nein;
Einzelanlage;SEE906636749798;Schluchseewerk AG;KW S?ckingen A7;79713;Bad S?ckingen;Stollenweg;2;BadenWuerttemberg;Deutschland;1966;;InBetrieb;Pumpspeicher;;Nein;Nein;90;90;Pumpspeicher;None;Hoechstspannung;Amprion GmbH (SNB976890256486);Nein;
Einzelanlage;SEE908119179962;J. M. Voith SE & Co. KG;HDH_004_Industrieheizkraftwerk-Heidenheim_GM4;89522;Heidenheim;Alexanderstra?e;8;BadenWuerttemberg;Deutschland;1999;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;3,884;3,725;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Mittelspannung;Hellenstein-Energie-Logistik GmbH (SNB924453035597);Nein;
Einzelanlage;SEE909212211870;SMAREG 6 GmbH & Co. KG;SMAREG6 Gunzenhausen;91710;Gunzenhausen;Richard-St?cklen-Strasse;9;Bayern;Deutschland;2024;;InBetrieb;Batteriespeicher;;Nein;Nein;32,04;32,04;Batterie;Volleinspeisung;Mittelspannung;N-ERGIE Netz GmbH (SNB973875583315);Nein;
Einzelanlage;SEE911454349471;RWE Battery Solutions GmbH;Batteriespeicher Garzweiler;50181;Bedburg;;;NordrheinWestfalen;Deutschland;2023;;InBetrieb;Batteriespeicher;;Nein;Nein;6,5;6,5;Batterie;Volleinspeisung;Mittelspannung;Amprion GmbH (SNB976890256486);Nein;
Einzelanlage;SEE913282681389;S?dzucker AG;Dampfturbine I S?dzucker Plattling;94447;Plattling;Dr.-Ludwig-Kayser-Stra?e;1;Bayern;Deutschland;1962;;InBetrieb;Waerme;Dampf;Ja;Nein;7,1;6,7895;GegendruckmaschineohneEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
